repo_path,name,start,raw_code,code,doc,tokens
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/smu/io/gateway/pagination/PaginationTest.java,testGetData,22,"/**
 * Test method for get data of list
 * {@link com.globant.os.accounts.external.smu.io.gateway.pagination.Pagination#getData}
 */
@Test
public void testGetData() {
    Pagination.<String>getData(new Filter(1, 5), mockFunctionPaginator);
    verifyCallGetData(1, 5);
}","@Test
public void testGetData() {
    Pagination.<String>getData(new Filter(1, 5), mockFunctionPaginator);
    verifyCallGetData(1, 5);
}","Test method for get data of list
{@link com.globant.os.accounts.external.smu.io.gateway.pagination.Pagination#getData}
",Test public void testGetData Pagination String getData new Filter 1 5 mockFunctionPaginator verifyCallGetData 1 5
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/smu/io/gateway/pagination/PaginationTest.java,testGetDataPageSizeDefault,32,"/**
 * Test method for get data of list with default sizePage
 * {@link com.globant.os.accounts.external.smu.io.gateway.pagination.Pagination#getData}
 */
@Test
public void testGetDataPageSizeDefault() {
    Pagination.<String>getData(new Filter(2), mockFunctionPaginator);
    verifyCallGetData(2, 10);
}","@Test
public void testGetDataPageSizeDefault() {
    Pagination.<String>getData(new Filter(2), mockFunctionPaginator);
    verifyCallGetData(2, 10);
}","Test method for get data of list with default sizePage
{@link com.globant.os.accounts.external.smu.io.gateway.pagination.Pagination#getData}
",Test public void testGetDataPageSizeDefault Pagination String getData new Filter 2 mockFunctionPaginator verifyCallGetData 2 10
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/smu/io/gateway/pagination/PaginationTest.java,testGetDataDefaultFilter,42,"/**
 * Test method for get data of list with filter default
 * {@link com.globant.os.accounts.external.smu.io.gateway.pagination.Pagination#getData}
 */
@Test
public void testGetDataDefaultFilter() {
    Pagination.<String>getData(null, mockFunctionPaginator);
    verifyCallGetData(0, 10);
}","@Test
public void testGetDataDefaultFilter() {
    Pagination.<String>getData(null, mockFunctionPaginator);
    verifyCallGetData(0, 10);
}","Test method for get data of list with filter default
{@link com.globant.os.accounts.external.smu.io.gateway.pagination.Pagination#getData}
",Test public void testGetDataDefaultFilter Pagination String getData null mockFunctionPaginator verifyCallGetData 0 10
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/smu/io/gateway/pagination/PaginationTest.java,testGetDataDefaultValues,52,"/**
 * Test method for get data of list with default sizePage and page
 * {@link com.globant.os.accounts.external.smu.io.gateway.pagination.Pagination#getData}
 */
@Test
public void testGetDataDefaultValues() {
    Pagination.<String>getData(new Filter(), mockFunctionPaginator);
    verifyCallGetData(0, 10);
}","@Test
public void testGetDataDefaultValues() {
    Pagination.<String>getData(new Filter(), mockFunctionPaginator);
    verifyCallGetData(0, 10);
}","Test method for get data of list with default sizePage and page
{@link com.globant.os.accounts.external.smu.io.gateway.pagination.Pagination#getData}
",Test public void testGetDataDefaultValues Pagination String getData new Filter mockFunctionPaginator verifyCallGetData 0 10
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/smu/io/gateway/pagination/PaginationTest.java,verifyCallGetData,63,"/**
 * Verify the called method of interface
 * @param numberPage
 * @param sizePage
 */
private void verifyCallGetData(int numberPage, int sizePage) {
    ArgumentCaptor<Filter> argument = ArgumentCaptor.forClass(Filter.class);
    verify(mockFunctionPaginator).execute(argument.capture());
    assertThat(argument.getValue().getNumberPage()).isEqualTo(numberPage);
    assertThat(argument.getValue().getSizePage()).isEqualTo(sizePage);
}","private void verifyCallGetData(int numberPage, int sizePage) {
    ArgumentCaptor<Filter> argument = ArgumentCaptor.forClass(Filter.class);
    verify(mockFunctionPaginator).execute(argument.capture());
    assertThat(argument.getValue().getNumberPage()).isEqualTo(numberPage);
    assertThat(argument.getValue().getSizePage()).isEqualTo(sizePage);
}","Verify the called method of interface

@param numberPage
@param sizePage
",private void verifyCallGetData int numberPage int sizePage ArgumentCaptor Filter argument ArgumentCaptor forClass Filter class verify mockFunctionPaginator execute argument capture assertThat argument getValue getNumberPage isEqualTo numberPage assertThat argument getValue getSizePage isEqualTo sizePage
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/smu/model/SmuMemberDtoTest.java,SmuMemberDtoTest,15,"@RunWith(MockitoJUnitRunner.class)
public class SmuMemberDtoTest {

    @Test
    public void smuMemberDtoPropertyNull() {
        Community community = SmuOrganizationDto.toModel(modelCommunity());
        SmuMemberDto dto = modelSmu();
        Member member = SmuMemberDto.toModel(dto, community);
        Map<Object, Object> properties = member.getProperties().stream().collect(Collectors.toMap(e -> e.getProperty().getName(), PropertyValue::getValue));
        assertThat(nonNull(properties.get(""job""))).isEqualTo(false);
    }

    private SmuMemberDto modelSmu() {
        SmuMemberDto dto = new SmuMemberDto();
        dto.setId(1L);
        dto.setFirstName(""name"");
        dto.setLastName(""last"");
        dto.setEmail(""email"");
        dto.setProfileImageId(""profile"");
        dto.setProfileImageCode(""image"");
        dto.setEnabled(false);
        dto.setIdentification(""loginId"");
        dto.setJob(null);
        dto.setSeniority(null);
        dto.setArea(null);
        dto.setAccount(null);
        SmuLanguageDto smuLanguageDto = new SmuLanguageDto();
        smuLanguageDto.setCode(""1"");
        dto.setLanguage(smuLanguageDto);
        return dto;
    }

    private SmuOrganizationDto modelCommunity() {
        SmuOrganizationDto dto = new SmuOrganizationDto();
        dto.setCategory(1L);
        dto.setId(3);
        dto.setName(""Globant"");
        dto.setEnabled(true);
        dto.setImageId(""123"");
        dto.setNegativeImageCode(""123"");
        SmuLanguageDto smuLanguageDto = new SmuLanguageDto();
        smuLanguageDto.setCode(""es"");
        smuLanguageDto.setId(1L);
        smuLanguageDto.setName(""es"");
        dto.setLanguage(smuLanguageDto);
        return dto;
    }
}","@RunWith(MockitoJUnitRunner.class)
public class SmuMemberDtoTest {

    @Test
    public void smuMemberDtoPropertyNull() {
        Community community = SmuOrganizationDto.toModel(modelCommunity());
        SmuMemberDto dto = modelSmu();
        Member member = SmuMemberDto.toModel(dto, community);
        Map<Object, Object> properties = member.getProperties().stream().collect(Collectors.toMap(e -> e.getProperty().getName(), PropertyValue::getValue));
        assertThat(nonNull(properties.get(""job""))).isEqualTo(false);
    }

    private SmuMemberDto modelSmu() {
        SmuMemberDto dto = new SmuMemberDto();
        dto.setId(1L);
        dto.setFirstName(""name"");
        dto.setLastName(""last"");
        dto.setEmail(""email"");
        dto.setProfileImageId(""profile"");
        dto.setProfileImageCode(""image"");
        dto.setEnabled(false);
        dto.setIdentification(""loginId"");
        dto.setJob(null);
        dto.setSeniority(null);
        dto.setArea(null);
        dto.setAccount(null);
        SmuLanguageDto smuLanguageDto = new SmuLanguageDto();
        smuLanguageDto.setCode(""1"");
        dto.setLanguage(smuLanguageDto);
        return dto;
    }

    private SmuOrganizationDto modelCommunity() {
        SmuOrganizationDto dto = new SmuOrganizationDto();
        dto.setCategory(1L);
        dto.setId(3);
        dto.setName(""Globant"");
        dto.setEnabled(true);
        dto.setImageId(""123"");
        dto.setNegativeImageCode(""123"");
        SmuLanguageDto smuLanguageDto = new SmuLanguageDto();
        smuLanguageDto.setCode(""es"");
        smuLanguageDto.setId(1L);
        smuLanguageDto.setName(""es"");
        dto.setLanguage(smuLanguageDto);
        return dto;
    }
}",,RunWith MockitoJUnitRunner class public class SmuMemberDtoTest Test public void smuMemberDtoPropertyNull Community community SmuOrganizationDto toModel modelCommunity SmuMemberDto dto modelSmu Member member SmuMemberDto toModel dto community Map Object Object properties member getProperties stream collect Collectors toMap e e getProperty getName PropertyValue getValue assertThat nonNull properties get job isEqualTo false private SmuMemberDto modelSmu SmuMemberDto dto new SmuMemberDto dto setId 1L dto setFirstName name dto setLastName last dto setEmail email dto setProfileImageId profile dto setProfileImageCode image dto setEnabled false dto setIdentification loginId dto setJob null dto setSeniority null dto setArea null dto setAccount null SmuLanguageDto smuLanguageDto new SmuLanguageDto smuLanguageDto setCode 1 dto setLanguage smuLanguageDto return dto private SmuOrganizationDto modelCommunity SmuOrganizationDto dto new SmuOrganizationDto dto setCategory 1L dto setId 3 dto setName Globant dto setEnabled true dto setImageId 123 dto setNegativeImageCode 123 SmuLanguageDto smuLanguageDto new SmuLanguageDto smuLanguageDto setCode es smuLanguageDto setId 1L smuLanguageDto setName es dto setLanguage smuLanguageDto return dto
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/smu/model/SmuMemberDtoTest.java,smuMemberDtoPropertyNull,18,"@Test
public void smuMemberDtoPropertyNull() {
    Community community = SmuOrganizationDto.toModel(modelCommunity());
    SmuMemberDto dto = modelSmu();
    Member member = SmuMemberDto.toModel(dto, community);
    Map<Object, Object> properties = member.getProperties().stream().collect(Collectors.toMap(e -> e.getProperty().getName(), PropertyValue::getValue));
    assertThat(nonNull(properties.get(""job""))).isEqualTo(false);
}","@Test
public void smuMemberDtoPropertyNull() {
    Community community = SmuOrganizationDto.toModel(modelCommunity());
    SmuMemberDto dto = modelSmu();
    Member member = SmuMemberDto.toModel(dto, community);
    Map<Object, Object> properties = member.getProperties().stream().collect(Collectors.toMap(e -> e.getProperty().getName(), PropertyValue::getValue));
    assertThat(nonNull(properties.get(""job""))).isEqualTo(false);
}",,Test public void smuMemberDtoPropertyNull Community community SmuOrganizationDto toModel modelCommunity SmuMemberDto dto modelSmu Member member SmuMemberDto toModel dto community Map Object Object properties member getProperties stream collect Collectors toMap e e getProperty getName PropertyValue getValue assertThat nonNull properties get job isEqualTo false
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/smu/model/SmuMemberDtoTest.java,modelSmu,30,"private SmuMemberDto modelSmu() {
    SmuMemberDto dto = new SmuMemberDto();
    dto.setId(1L);
    dto.setFirstName(""name"");
    dto.setLastName(""last"");
    dto.setEmail(""email"");
    dto.setProfileImageId(""profile"");
    dto.setProfileImageCode(""image"");
    dto.setEnabled(false);
    dto.setIdentification(""loginId"");
    dto.setJob(null);
    dto.setSeniority(null);
    dto.setArea(null);
    dto.setAccount(null);
    SmuLanguageDto smuLanguageDto = new SmuLanguageDto();
    smuLanguageDto.setCode(""1"");
    dto.setLanguage(smuLanguageDto);
    return dto;
}","private SmuMemberDto modelSmu() {
    SmuMemberDto dto = new SmuMemberDto();
    dto.setId(1L);
    dto.setFirstName(""name"");
    dto.setLastName(""last"");
    dto.setEmail(""email"");
    dto.setProfileImageId(""profile"");
    dto.setProfileImageCode(""image"");
    dto.setEnabled(false);
    dto.setIdentification(""loginId"");
    dto.setJob(null);
    dto.setSeniority(null);
    dto.setArea(null);
    dto.setAccount(null);
    SmuLanguageDto smuLanguageDto = new SmuLanguageDto();
    smuLanguageDto.setCode(""1"");
    dto.setLanguage(smuLanguageDto);
    return dto;
}",,private SmuMemberDto modelSmu SmuMemberDto dto new SmuMemberDto dto setId 1L dto setFirstName name dto setLastName last dto setEmail email dto setProfileImageId profile dto setProfileImageCode image dto setEnabled false dto setIdentification loginId dto setJob null dto setSeniority null dto setArea null dto setAccount null SmuLanguageDto smuLanguageDto new SmuLanguageDto smuLanguageDto setCode 1 dto setLanguage smuLanguageDto return dto
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/smu/model/SmuMemberDtoTest.java,modelCommunity,51,"private SmuOrganizationDto modelCommunity() {
    SmuOrganizationDto dto = new SmuOrganizationDto();
    dto.setCategory(1L);
    dto.setId(3);
    dto.setName(""Globant"");
    dto.setEnabled(true);
    dto.setImageId(""123"");
    dto.setNegativeImageCode(""123"");
    SmuLanguageDto smuLanguageDto = new SmuLanguageDto();
    smuLanguageDto.setCode(""es"");
    smuLanguageDto.setId(1L);
    smuLanguageDto.setName(""es"");
    dto.setLanguage(smuLanguageDto);
    return dto;
}","private SmuOrganizationDto modelCommunity() {
    SmuOrganizationDto dto = new SmuOrganizationDto();
    dto.setCategory(1L);
    dto.setId(3);
    dto.setName(""Globant"");
    dto.setEnabled(true);
    dto.setImageId(""123"");
    dto.setNegativeImageCode(""123"");
    SmuLanguageDto smuLanguageDto = new SmuLanguageDto();
    smuLanguageDto.setCode(""es"");
    smuLanguageDto.setId(1L);
    smuLanguageDto.setName(""es"");
    dto.setLanguage(smuLanguageDto);
    return dto;
}",,private SmuOrganizationDto modelCommunity SmuOrganizationDto dto new SmuOrganizationDto dto setCategory 1L dto setId 3 dto setName Globant dto setEnabled true dto setImageId 123 dto setNegativeImageCode 123 SmuLanguageDto smuLanguageDto new SmuLanguageDto smuLanguageDto setCode es smuLanguageDto setId 1L smuLanguageDto setName es dto setLanguage smuLanguageDto return dto
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/smu/model/SmuOrganizationDtoTest.java,SmuOrganizationDtoTest,13,"@RunWith(MockitoJUnitRunner.class)
public class SmuOrganizationDtoTest {

    @Test
    public void testToModelDefaultLocale() {
        Community community = SmuOrganizationDto.toModel(model());
        String locales = null;
        for (Locale local : community.getLocales()) {
            locales = local.getLanguage();
        }
        assertThat(locales).isEqualTo(""es"");
    }

    @Test
    public void testToModelAddNewLocaleToListLocales() {
        Community community = SmuOrganizationDto.toModel(listLocales());
        assertThat(community.getLocales().size()).isEqualTo(2);
    }

    private SmuOrganizationDto listLocales() {
        SmuOrganizationDto dto = new SmuOrganizationDto();
        dto.setCategory(1L);
        dto.setId(3);
        dto.setName(""Globant"");
        dto.setEnabled(true);
        dto.setImageId(""123"");
        dto.setNegativeImageCode(""123"");
        SmuLanguageDto smuLanguageDto = new SmuLanguageDto();
        smuLanguageDto.setCode(""es"");
        smuLanguageDto.setId(1L);
        smuLanguageDto.setName(""es"");
        dto.setLanguage(smuLanguageDto);
        SmuLanguageDto smuLanguageDto2 = new SmuLanguageDto();
        smuLanguageDto2.setCode(""en"");
        smuLanguageDto2.setId(1L);
        smuLanguageDto2.setName(""en"");
        List<SmuLanguageMetadataDto> listLocales = new ArrayList<>();
        SmuLanguageMetadataDto smuLanguageMetadataDto = new SmuLanguageMetadataDto();
        smuLanguageMetadataDto.setLanguage(smuLanguageDto2);
        listLocales.add(smuLanguageMetadataDto);
        dto.setLanguages(listLocales);
        return dto;
    }

    private SmuOrganizationDto model() {
        SmuOrganizationDto dto = new SmuOrganizationDto();
        dto.setCategory(1L);
        dto.setId(3);
        dto.setName(""Globant"");
        dto.setEnabled(true);
        dto.setImageId(""123"");
        dto.setNegativeImageCode(""123"");
        SmuLanguageDto smuLanguageDto = new SmuLanguageDto();
        smuLanguageDto.setCode(""es"");
        smuLanguageDto.setId(1L);
        smuLanguageDto.setName(""es"");
        dto.setLanguage(smuLanguageDto);
        return dto;
    }
}","@RunWith(MockitoJUnitRunner.class)
public class SmuOrganizationDtoTest {

    @Test
    public void testToModelDefaultLocale() {
        Community community = SmuOrganizationDto.toModel(model());
        String locales = null;
        for (Locale local : community.getLocales()) {
            locales = local.getLanguage();
        }
        assertThat(locales).isEqualTo(""es"");
    }

    @Test
    public void testToModelAddNewLocaleToListLocales() {
        Community community = SmuOrganizationDto.toModel(listLocales());
        assertThat(community.getLocales().size()).isEqualTo(2);
    }

    private SmuOrganizationDto listLocales() {
        SmuOrganizationDto dto = new SmuOrganizationDto();
        dto.setCategory(1L);
        dto.setId(3);
        dto.setName(""Globant"");
        dto.setEnabled(true);
        dto.setImageId(""123"");
        dto.setNegativeImageCode(""123"");
        SmuLanguageDto smuLanguageDto = new SmuLanguageDto();
        smuLanguageDto.setCode(""es"");
        smuLanguageDto.setId(1L);
        smuLanguageDto.setName(""es"");
        dto.setLanguage(smuLanguageDto);
        SmuLanguageDto smuLanguageDto2 = new SmuLanguageDto();
        smuLanguageDto2.setCode(""en"");
        smuLanguageDto2.setId(1L);
        smuLanguageDto2.setName(""en"");
        List<SmuLanguageMetadataDto> listLocales = new ArrayList<>();
        SmuLanguageMetadataDto smuLanguageMetadataDto = new SmuLanguageMetadataDto();
        smuLanguageMetadataDto.setLanguage(smuLanguageDto2);
        listLocales.add(smuLanguageMetadataDto);
        dto.setLanguages(listLocales);
        return dto;
    }

    private SmuOrganizationDto model() {
        SmuOrganizationDto dto = new SmuOrganizationDto();
        dto.setCategory(1L);
        dto.setId(3);
        dto.setName(""Globant"");
        dto.setEnabled(true);
        dto.setImageId(""123"");
        dto.setNegativeImageCode(""123"");
        SmuLanguageDto smuLanguageDto = new SmuLanguageDto();
        smuLanguageDto.setCode(""es"");
        smuLanguageDto.setId(1L);
        smuLanguageDto.setName(""es"");
        dto.setLanguage(smuLanguageDto);
        return dto;
    }
}",,RunWith MockitoJUnitRunner class public class SmuOrganizationDtoTest Test public void testToModelDefaultLocale Community community SmuOrganizationDto toModel model String locales null for Locale local community getLocales locales local getLanguage assertThat locales isEqualTo es Test public void testToModelAddNewLocaleToListLocales Community community SmuOrganizationDto toModel listLocales assertThat community getLocales size isEqualTo 2 private SmuOrganizationDto listLocales SmuOrganizationDto dto new SmuOrganizationDto dto setCategory 1L dto setId 3 dto setName Globant dto setEnabled true dto setImageId 123 dto setNegativeImageCode 123 SmuLanguageDto smuLanguageDto new SmuLanguageDto smuLanguageDto setCode es smuLanguageDto setId 1L smuLanguageDto setName es dto setLanguage smuLanguageDto SmuLanguageDto smuLanguageDto2 new SmuLanguageDto smuLanguageDto2 setCode en smuLanguageDto2 setId 1L smuLanguageDto2 setName en List SmuLanguageMetadataDto listLocales new ArrayList SmuLanguageMetadataDto smuLanguageMetadataDto new SmuLanguageMetadataDto smuLanguageMetadataDto setLanguage smuLanguageDto2 listLocales add smuLanguageMetadataDto dto setLanguages listLocales return dto private SmuOrganizationDto model SmuOrganizationDto dto new SmuOrganizationDto dto setCategory 1L dto setId 3 dto setName Globant dto setEnabled true dto setImageId 123 dto setNegativeImageCode 123 SmuLanguageDto smuLanguageDto new SmuLanguageDto smuLanguageDto setCode es smuLanguageDto setId 1L smuLanguageDto setName es dto setLanguage smuLanguageDto return dto
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/smu/model/SmuOrganizationDtoTest.java,testToModelDefaultLocale,16,"@Test
public void testToModelDefaultLocale() {
    Community community = SmuOrganizationDto.toModel(model());
    String locales = null;
    for (Locale local : community.getLocales()) {
        locales = local.getLanguage();
    }
    assertThat(locales).isEqualTo(""es"");
}","@Test
public void testToModelDefaultLocale() {
    Community community = SmuOrganizationDto.toModel(model());
    String locales = null;
    for (Locale local : community.getLocales()) {
        locales = local.getLanguage();
    }
    assertThat(locales).isEqualTo(""es"");
}",,Test public void testToModelDefaultLocale Community community SmuOrganizationDto toModel model String locales null for Locale local community getLocales locales local getLanguage assertThat locales isEqualTo es
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/smu/model/SmuOrganizationDtoTest.java,testToModelAddNewLocaleToListLocales,26,"@Test
public void testToModelAddNewLocaleToListLocales() {
    Community community = SmuOrganizationDto.toModel(listLocales());
    assertThat(community.getLocales().size()).isEqualTo(2);
}","@Test
public void testToModelAddNewLocaleToListLocales() {
    Community community = SmuOrganizationDto.toModel(listLocales());
    assertThat(community.getLocales().size()).isEqualTo(2);
}",,Test public void testToModelAddNewLocaleToListLocales Community community SmuOrganizationDto toModel listLocales assertThat community getLocales size isEqualTo 2
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/smu/model/SmuOrganizationDtoTest.java,listLocales,34,"private SmuOrganizationDto listLocales() {
    SmuOrganizationDto dto = new SmuOrganizationDto();
    dto.setCategory(1L);
    dto.setId(3);
    dto.setName(""Globant"");
    dto.setEnabled(true);
    dto.setImageId(""123"");
    dto.setNegativeImageCode(""123"");
    SmuLanguageDto smuLanguageDto = new SmuLanguageDto();
    smuLanguageDto.setCode(""es"");
    smuLanguageDto.setId(1L);
    smuLanguageDto.setName(""es"");
    dto.setLanguage(smuLanguageDto);
    SmuLanguageDto smuLanguageDto2 = new SmuLanguageDto();
    smuLanguageDto2.setCode(""en"");
    smuLanguageDto2.setId(1L);
    smuLanguageDto2.setName(""en"");
    List<SmuLanguageMetadataDto> listLocales = new ArrayList<>();
    SmuLanguageMetadataDto smuLanguageMetadataDto = new SmuLanguageMetadataDto();
    smuLanguageMetadataDto.setLanguage(smuLanguageDto2);
    listLocales.add(smuLanguageMetadataDto);
    dto.setLanguages(listLocales);
    return dto;
}","private SmuOrganizationDto listLocales() {
    SmuOrganizationDto dto = new SmuOrganizationDto();
    dto.setCategory(1L);
    dto.setId(3);
    dto.setName(""Globant"");
    dto.setEnabled(true);
    dto.setImageId(""123"");
    dto.setNegativeImageCode(""123"");
    SmuLanguageDto smuLanguageDto = new SmuLanguageDto();
    smuLanguageDto.setCode(""es"");
    smuLanguageDto.setId(1L);
    smuLanguageDto.setName(""es"");
    dto.setLanguage(smuLanguageDto);
    SmuLanguageDto smuLanguageDto2 = new SmuLanguageDto();
    smuLanguageDto2.setCode(""en"");
    smuLanguageDto2.setId(1L);
    smuLanguageDto2.setName(""en"");
    List<SmuLanguageMetadataDto> listLocales = new ArrayList<>();
    SmuLanguageMetadataDto smuLanguageMetadataDto = new SmuLanguageMetadataDto();
    smuLanguageMetadataDto.setLanguage(smuLanguageDto2);
    listLocales.add(smuLanguageMetadataDto);
    dto.setLanguages(listLocales);
    return dto;
}",,private SmuOrganizationDto listLocales SmuOrganizationDto dto new SmuOrganizationDto dto setCategory 1L dto setId 3 dto setName Globant dto setEnabled true dto setImageId 123 dto setNegativeImageCode 123 SmuLanguageDto smuLanguageDto new SmuLanguageDto smuLanguageDto setCode es smuLanguageDto setId 1L smuLanguageDto setName es dto setLanguage smuLanguageDto SmuLanguageDto smuLanguageDto2 new SmuLanguageDto smuLanguageDto2 setCode en smuLanguageDto2 setId 1L smuLanguageDto2 setName en List SmuLanguageMetadataDto listLocales new ArrayList SmuLanguageMetadataDto smuLanguageMetadataDto new SmuLanguageMetadataDto smuLanguageMetadataDto setLanguage smuLanguageDto2 listLocales add smuLanguageMetadataDto dto setLanguages listLocales return dto
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/smu/model/SmuOrganizationDtoTest.java,model,63,"private SmuOrganizationDto model() {
    SmuOrganizationDto dto = new SmuOrganizationDto();
    dto.setCategory(1L);
    dto.setId(3);
    dto.setName(""Globant"");
    dto.setEnabled(true);
    dto.setImageId(""123"");
    dto.setNegativeImageCode(""123"");
    SmuLanguageDto smuLanguageDto = new SmuLanguageDto();
    smuLanguageDto.setCode(""es"");
    smuLanguageDto.setId(1L);
    smuLanguageDto.setName(""es"");
    dto.setLanguage(smuLanguageDto);
    return dto;
}","private SmuOrganizationDto model() {
    SmuOrganizationDto dto = new SmuOrganizationDto();
    dto.setCategory(1L);
    dto.setId(3);
    dto.setName(""Globant"");
    dto.setEnabled(true);
    dto.setImageId(""123"");
    dto.setNegativeImageCode(""123"");
    SmuLanguageDto smuLanguageDto = new SmuLanguageDto();
    smuLanguageDto.setCode(""es"");
    smuLanguageDto.setId(1L);
    smuLanguageDto.setName(""es"");
    dto.setLanguage(smuLanguageDto);
    return dto;
}",,private SmuOrganizationDto model SmuOrganizationDto dto new SmuOrganizationDto dto setCategory 1L dto setId 3 dto setName Globant dto setEnabled true dto setImageId 123 dto setNegativeImageCode 123 SmuLanguageDto smuLanguageDto new SmuLanguageDto smuLanguageDto setCode es smuLanguageDto setId 1L smuLanguageDto setName es dto setLanguage smuLanguageDto return dto
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/shared/BaseClientTest.java,BaseClientTest,19,"@SpringBootTest(webEnvironment = WebEnvironment.RANDOM_PORT)
@TestExecutionListeners({ DependencyInjectionTestExecutionListener.class, MockitoTestExecutionListener.class })
@ActiveProfiles(""test"")
public abstract class BaseClientTest {

    protected MockWebServer mockWebServer;

    @Before
    public void setup() throws Exception {
        mockWebServer = new MockWebServer();
        final Dispatcher dispatcher = new Dispatcher() {

            @Override
            public MockResponse dispatch(RecordedRequest request) throws InterruptedException {
                return getIMockResponseBuilder().buildMockResponse(request);
            }
        };
        mockWebServer.setDispatcher(dispatcher);
        mockWebServer.start();
    }

    @After
    public void tearDown() throws IOException {
        mockWebServer.shutdown();
    }

    protected String loadFile(String fileName) {
        ClassLoader classLoader = BaseClientTest.class.getClassLoader();
        InputStream is = classLoader.getResourceAsStream(fileName);
        try {
            return IOUtils.toString(is, ""UTF-8"");
        } catch (IOException e) {
            e.printStackTrace();
        }
        return null;
    }

    protected MockResponse buildMockResponseFromJson(String json, int responseCode) {
        return buildMockResponseFromJson(json).setResponseCode(responseCode);
    }

    protected MockResponse buildMockResponseFromJson(String json) {
        return new MockResponse().addHeader(""Content-Type"", ""application/json; charset=utf-8"").addHeader(""Cache-Control"", ""no-cache"").setBody(json);
    }

    protected abstract IMockResponseBuilder getIMockResponseBuilder();

    public interface IMockResponseBuilder {

        MockResponse buildMockResponse(RecordedRequest request);
    }
}","@SpringBootTest(webEnvironment = WebEnvironment.RANDOM_PORT)
@TestExecutionListeners({ DependencyInjectionTestExecutionListener.class, MockitoTestExecutionListener.class })
@ActiveProfiles(""test"")
public abstract class BaseClientTest {

    protected MockWebServer mockWebServer;

    @Before
    public void setup() throws Exception {
        mockWebServer = new MockWebServer();
        final Dispatcher dispatcher = new Dispatcher() {

            @Override
            public MockResponse dispatch(RecordedRequest request) throws InterruptedException {
                return getIMockResponseBuilder().buildMockResponse(request);
            }
        };
        mockWebServer.setDispatcher(dispatcher);
        mockWebServer.start();
    }

    @After
    public void tearDown() throws IOException {
        mockWebServer.shutdown();
    }

    protected String loadFile(String fileName) {
        ClassLoader classLoader = BaseClientTest.class.getClassLoader();
        InputStream is = classLoader.getResourceAsStream(fileName);
        try {
            return IOUtils.toString(is, ""UTF-8"");
        } catch (IOException e) {
            e.printStackTrace();
        }
        return null;
    }

    protected MockResponse buildMockResponseFromJson(String json, int responseCode) {
        return buildMockResponseFromJson(json).setResponseCode(responseCode);
    }

    protected MockResponse buildMockResponseFromJson(String json) {
        return new MockResponse().addHeader(""Content-Type"", ""application/json; charset=utf-8"").addHeader(""Cache-Control"", ""no-cache"").setBody(json);
    }

    protected abstract IMockResponseBuilder getIMockResponseBuilder();

    public interface IMockResponseBuilder {

        MockResponse buildMockResponse(RecordedRequest request);
    }
}",,SpringBootTest webEnvironment WebEnvironment RANDOM_PORT TestExecutionListeners DependencyInjectionTestExecutionListener class MockitoTestExecutionListener class ActiveProfiles test public abstract class BaseClientTest protected MockWebServer mockWebServer Before public void setup throws Exception mockWebServer new MockWebServer final Dispatcher dispatcher new Dispatcher Override public MockResponse dispatch RecordedRequest request throws InterruptedException return getIMockResponseBuilder buildMockResponse request mockWebServer setDispatcher dispatcher mockWebServer start After public void tearDown throws IOException mockWebServer shutdown protected String loadFile String fileName ClassLoader classLoader BaseClientTest class getClassLoader InputStream is classLoader getResourceAsStream fileName try return IOUtils toString is UTF 8 catch IOException e e printStackTrace return null protected MockResponse buildMockResponseFromJson String json int responseCode return buildMockResponseFromJson json setResponseCode responseCode protected MockResponse buildMockResponseFromJson String json return new MockResponse addHeader Content Type application json charset utf 8 addHeader Cache Control no cache setBody json protected abstract IMockResponseBuilder getIMockResponseBuilder public interface IMockResponseBuilder MockResponse buildMockResponse RecordedRequest request
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/shared/BaseClientTest.java,IMockResponseBuilder,69,"public interface IMockResponseBuilder {

    MockResponse buildMockResponse(RecordedRequest request);
}","public interface IMockResponseBuilder {

    MockResponse buildMockResponse(RecordedRequest request);
}",,public interface IMockResponseBuilder MockResponse buildMockResponse RecordedRequest request
