repo_path,name,start,raw_code,code,doc,tokens
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/shared/ClientConfigurationTest.java,testBuildClientConfigurationSettingData,29,"/**
 * Test method for build ClientConfiguration setting data
 * {@link com.globant.os.accounts.external.shared.ClientConfiguration#ClientConfiguration()}
 */
@Test
public void testBuildClientConfigurationSettingData() {
    ClientConfiguration clientConfiguration = new ClientConfiguration();
    clientConfiguration.setServiceEndpoint(SERVICE_ENDPOINT);
    clientConfiguration.setConnectionTimeout(8);
    clientConfiguration.setSocketTimeout(20);
    assertThat(clientConfiguration.getServiceEndpoint()).isEqualTo(SERVICE_ENDPOINT);
    assertThat(clientConfiguration.getConnectionTimeout()).isEqualTo(8);
    assertThat(clientConfiguration.getSocketTimeout()).isEqualTo(20);
}","@Test
public void testBuildClientConfigurationSettingData() {
    ClientConfiguration clientConfiguration = new ClientConfiguration();
    clientConfiguration.setServiceEndpoint(SERVICE_ENDPOINT);
    clientConfiguration.setConnectionTimeout(8);
    clientConfiguration.setSocketTimeout(20);
    assertThat(clientConfiguration.getServiceEndpoint()).isEqualTo(SERVICE_ENDPOINT);
    assertThat(clientConfiguration.getConnectionTimeout()).isEqualTo(8);
    assertThat(clientConfiguration.getSocketTimeout()).isEqualTo(20);
}","Test method for build ClientConfiguration setting data
{@link com.globant.os.accounts.external.shared.ClientConfiguration#ClientConfiguration()}
",Test public void testBuildClientConfigurationSettingData ClientConfiguration clientConfiguration new ClientConfiguration clientConfiguration setServiceEndpoint SERVICE_ENDPOINT clientConfiguration setConnectionTimeout 8 clientConfiguration setSocketTimeout 20 assertThat clientConfiguration getServiceEndpoint isEqualTo SERVICE_ENDPOINT assertThat clientConfiguration getConnectionTimeout isEqualTo 8 assertThat clientConfiguration getSocketTimeout isEqualTo 20
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/shared/CredentialsTest.java,testBuildCredentials,17,"/**
 * Test method for build Credentials
 * {@link com.globant.os.accounts.external.shared.Credentials#Credentials(String, String)}
 */
@Test
public void testBuildCredentials() {
    Credentials credentials = new Credentials(ACCES_KEY, SECRET_KEY);
    assertThat(credentials.getAccessKeyId()).isEqualTo(ACCES_KEY);
    assertThat(credentials.getSecretKey()).isEqualTo(SECRET_KEY);
    assertThat(credentials.getApiToken()).isNull();
}","@Test
public void testBuildCredentials() {
    Credentials credentials = new Credentials(ACCES_KEY, SECRET_KEY);
    assertThat(credentials.getAccessKeyId()).isEqualTo(ACCES_KEY);
    assertThat(credentials.getSecretKey()).isEqualTo(SECRET_KEY);
    assertThat(credentials.getApiToken()).isNull();
}","Test method for build Credentials
{@link com.globant.os.accounts.external.shared.Credentials#Credentials(String, String)}
",Test public void testBuildCredentials Credentials credentials new Credentials ACCES_KEY SECRET_KEY assertThat credentials getAccessKeyId isEqualTo ACCES_KEY assertThat credentials getSecretKey isEqualTo SECRET_KEY assertThat credentials getApiToken isNull
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/shared/CredentialsTest.java,testBuildCredentialsInvalid,30,"/**
 * Test method for build Credentials, throw IllegalArgumentException on wrong parameters.
 * {@link com.globant.os.accounts.external.shared.Credentials#Credentials(String, String)}
 */
@Test
public void testBuildCredentialsInvalid() {
    assertThatThrownBy(() -> new Credentials(null, SECRET_KEY), ""Secret key is wrong"").isInstanceOf(IllegalArgumentException.class);
    assertThatThrownBy(() -> new Credentials(ACCES_KEY, null), ""Acces key is wrong"").isInstanceOf(IllegalArgumentException.class);
}","@Test
public void testBuildCredentialsInvalid() {
    assertThatThrownBy(() -> new Credentials(null, SECRET_KEY), ""Secret key is wrong"").isInstanceOf(IllegalArgumentException.class);
    assertThatThrownBy(() -> new Credentials(ACCES_KEY, null), ""Acces key is wrong"").isInstanceOf(IllegalArgumentException.class);
}","Test method for build Credentials, throw IllegalArgumentException on wrong parameters.
{@link com.globant.os.accounts.external.shared.Credentials#Credentials(String, String)}
",Test public void testBuildCredentialsInvalid assertThatThrownBy new Credentials null SECRET_KEY Secret key is wrong isInstanceOf IllegalArgumentException class assertThatThrownBy new Credentials ACCES_KEY null Acces key is wrong isInstanceOf IllegalArgumentException class
FutureOfOrganizations/os-account-service.git /src/test/java/com/globant/os/accounts/external/shared/CredentialsTest.java,testBuildCredentialsApiTokenInvalid,42,"/**
 * Test method for build Credentials, throw IllegalArgumentException on wrong apiToken.
 * {@link com.globant.smu.os.accounts.external.shared.clients.Credentials#Credentials(String)}
 */
@Test
public void testBuildCredentialsApiTokenInvalid() {
    assertThatThrownBy(() -> new Credentials(null), ""Api token is wrong"").isInstanceOf(IllegalArgumentException.class);
}","@Test
public void testBuildCredentialsApiTokenInvalid() {
    assertThatThrownBy(() -> new Credentials(null), ""Api token is wrong"").isInstanceOf(IllegalArgumentException.class);
}","Test method for build Credentials, throw IllegalArgumentException on wrong apiToken.
{@link com.globant.smu.os.accounts.external.shared.clients.Credentials#Credentials(String)}
",Test public void testBuildCredentialsApiTokenInvalid assertThatThrownBy new Credentials null Api token is wrong isInstanceOf IllegalArgumentException class
FutureOfOrganizations/os-account-service.git /src/it/java/com/globant/os/accounts/constants/ConstantIt.java,ConstantIt,6,"/**
 * Created by mayank.chaurasia on 24-10-2018.
 */
public class ConstantIt {

    public enum KeyName {

        COMMUNITY_ID(""communityId""), UPLOADER_ID(""uploaderId""), USER_ID(""userId""), GROUP_ID(""groupId""), LOGIN_ID(""loginId"");

        private final String name;

        KeyName(String name) {
            this.name = name;
        }

        public String getName() {
            return name;
        }
    }
}","public class ConstantIt {

    public enum KeyName {

        COMMUNITY_ID(""communityId""), UPLOADER_ID(""uploaderId""), USER_ID(""userId""), GROUP_ID(""groupId""), LOGIN_ID(""loginId"");

        private final String name;

        KeyName(String name) {
            this.name = name;
        }

        public String getName() {
            return name;
        }
    }
}","Created by mayank.chaurasia on 24-10-2018.
",public class ConstantIt public enum KeyName COMMUNITY_ID communityId UPLOADER_ID uploaderId USER_ID userId GROUP_ID groupId LOGIN_ID loginId private final String name KeyName String name this name name public String getName return name
FutureOfOrganizations/os-account-service.git /src/it/java/com/globant/os/accounts/ext/restdocs/RestDocs.java,RestDocs,16,"/**
 * Utility methods for Spring REST Docs.
 *
 * @author osvaldo
 */
public class RestDocs {

    private RestDocs() {
        throw new IllegalStateException(""Utility class"");
    }

    public static ConditionalOperationPreprocessorBuilder checkRequest(Predicate<OperationRequest> predicate) {
        return new ConditionalOperationPreprocessorBuilder(predicate, x -> false);
    }

    public static ConditionalOperationPreprocessorBuilder checkResponse(Predicate<OperationResponse> predicate) {
        return new ConditionalOperationPreprocessorBuilder(x -> false, predicate);
    }

    public static class ConditionalOperationPreprocessorBuilder {

        private final Predicate<OperationRequest> requestPred;

        private final Predicate<OperationResponse> responsePred;

        ConditionalOperationPreprocessorBuilder(Predicate<OperationRequest> requestPred, Predicate<OperationResponse> responsePred) {
            this.requestPred = requireNonNull(requestPred, ""requestPred"");
            this.responsePred = requireNonNull(responsePred, ""responsePred"");
        }

        public OperationPreprocessor then(OperationPreprocessor delegate) {
            return new OperationPreprocessor() {

                @Override
                public OperationRequest preprocess(OperationRequest request) {
                    return requestPred.test(request) ? delegate.preprocess(request) : request;
                }

                @Override
                public OperationResponse preprocess(OperationResponse response) {
                    return responsePred.test(response) ? delegate.preprocess(response) : response;
                }
            };
        }
    }
}","public class RestDocs {

    private RestDocs() {
        throw new IllegalStateException(""Utility class"");
    }

    public static ConditionalOperationPreprocessorBuilder checkRequest(Predicate<OperationRequest> predicate) {
        return new ConditionalOperationPreprocessorBuilder(predicate, x -> false);
    }

    public static ConditionalOperationPreprocessorBuilder checkResponse(Predicate<OperationResponse> predicate) {
        return new ConditionalOperationPreprocessorBuilder(x -> false, predicate);
    }

    public static class ConditionalOperationPreprocessorBuilder {

        private final Predicate<OperationRequest> requestPred;

        private final Predicate<OperationResponse> responsePred;

        ConditionalOperationPreprocessorBuilder(Predicate<OperationRequest> requestPred, Predicate<OperationResponse> responsePred) {
            this.requestPred = requireNonNull(requestPred, ""requestPred"");
            this.responsePred = requireNonNull(responsePred, ""responsePred"");
        }

        public OperationPreprocessor then(OperationPreprocessor delegate) {
            return new OperationPreprocessor() {

                @Override
                public OperationRequest preprocess(OperationRequest request) {
                    return requestPred.test(request) ? delegate.preprocess(request) : request;
                }

                @Override
                public OperationResponse preprocess(OperationResponse response) {
                    return responsePred.test(response) ? delegate.preprocess(response) : response;
                }
            };
        }
    }
}","Utility methods for Spring REST Docs.

@author osvaldo
",public class RestDocs private RestDocs throw new IllegalStateException Utility class public static ConditionalOperationPreprocessorBuilder checkRequest Predicate OperationRequest predicate return new ConditionalOperationPreprocessorBuilder predicate x false public static ConditionalOperationPreprocessorBuilder checkResponse Predicate OperationResponse predicate return new ConditionalOperationPreprocessorBuilder x false predicate public static class ConditionalOperationPreprocessorBuilder private final Predicate OperationRequest requestPred private final Predicate OperationResponse responsePred ConditionalOperationPreprocessorBuilder Predicate OperationRequest requestPred Predicate OperationResponse responsePred this requestPred requireNonNull requestPred requestPred this responsePred requireNonNull responsePred responsePred public OperationPreprocessor then OperationPreprocessor delegate return new OperationPreprocessor Override public OperationRequest preprocess OperationRequest request return requestPred test request delegate preprocess request request Override public OperationResponse preprocess OperationResponse response return responsePred test response delegate preprocess response response
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/shared/web/BooleanValue.java,BooleanValue,11,"/**
 * Wrapper needed to POST or PUT simple JSON boolena values.
 */
@Data
@NoArgsConstructor
@AllArgsConstructor
public class BooleanValue {

    @NotNull
    private Boolean value;
}","@Data
@NoArgsConstructor
@AllArgsConstructor
public class BooleanValue {

    @NotNull
    private Boolean value;
}","Wrapper needed to POST or PUT simple JSON boolena values.
",Data NoArgsConstructor AllArgsConstructor public class BooleanValue NotNull private Boolean value
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/shared/io/gateway/graph/RegexPredicate.java,regex,68,"/**
 * get a Regular expression predicate
 *
 * @param regex
 * @return - the predicate
 */
public static P<Object> regex(Object regex) {
    BiPredicate<Object, Object> b = new RegexPredicate(regex.toString());
    return new P<Object>(b, regex);
}","public static P<Object> regex(Object regex) {
    BiPredicate<Object, Object> b = new RegexPredicate(regex.toString());
    return new P<Object>(b, regex);
}","get a Regular expression predicate

@param regex
@return - the predicate
",public static P Object regex Object regex BiPredicate Object Object b new RegexPredicate regex toString return new P Object b regex
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/component/shared/model/BaseEntity.java,BaseEntity,15,"/**
 * The base class for main entities. Provides a version field by default and makes explicit the id getter.
 *
 * @author osvaldo
 *
 * @param <T> The Id type for this entity.
 */
@MappedSuperclass
public abstract class BaseEntity<T> {

    @Version
    private short version;

    @Getter
    @Setter
    private boolean enabled = true;

    public abstract T getId();
}","@MappedSuperclass
public abstract class BaseEntity<T> {

    @Version
    private short version;

    @Getter
    @Setter
    private boolean enabled = true;

    public abstract T getId();
}","The base class for main entities. Provides a version field by default and makes explicit the id getter.

@author osvaldo
@param <T> The Id type for this entity.
",MappedSuperclass public abstract class BaseEntity T Version private short version Getter Setter private boolean enabled true public abstract T getId
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/support/web/FindResult.java,FindResult,18,"/**
 * Immutable class to return partial results in find operations.
 *
 * @author osvaldo
 *
 * @param <T> the type of elements.
 */
@Getter
public final class FindResult<T> {

    private static final FindResult<?> EMPTY = new FindResult<>(Collections.emptyList(), 0);

    private final List<T> values;

    private final long totalSize;

    @SuppressWarnings(""unchecked"")
    public static <T> FindResult<T> empty() {
        return (FindResult<T>) EMPTY;
    }

    /**
     * Creates a new FindResult
     *
     * @param values the list from the partial find operation.
     * @param totalSize if known the total number of elements an unrestricted find would return. -1 otherwise.
     */
    public FindResult(List<T> values, long totalSize) {
        this.values = requireNonNull(values, ""values"");
        this.totalSize = totalSize;
    }

    /**
     * Creates a new FindResult when the total size is unknown.
     */
    public FindResult(List<T> values) {
        this(values, -1);
    }

    public boolean isTotalSizeKnown() {
        return totalSize >= 0;
    }

    public <E> FindResult<E> map(Function<? super T, ? extends E> converter) {
        return new FindResult<>(values.stream().map(converter).collect(toList()), totalSize);
    }
}","@Getter
public final class FindResult<T> {

    private static final FindResult<?> EMPTY = new FindResult<>(Collections.emptyList(), 0);

    private final List<T> values;

    private final long totalSize;

    @SuppressWarnings(""unchecked"")
    public static <T> FindResult<T> empty() {
        return (FindResult<T>) EMPTY;
    }

    public FindResult(List<T> values, long totalSize) {
        this.values = requireNonNull(values, ""values"");
        this.totalSize = totalSize;
    }

    public FindResult(List<T> values) {
        this(values, -1);
    }

    public boolean isTotalSizeKnown() {
        return totalSize >= 0;
    }

    public <E> FindResult<E> map(Function<? super T, ? extends E> converter) {
        return new FindResult<>(values.stream().map(converter).collect(toList()), totalSize);
    }
}","Immutable class to return partial results in find operations.

@author osvaldo
@param <T> the type of elements.
",Getter public final class FindResult T private static final FindResult EMPTY new FindResult Collections emptyList 0 private final List T values private final long totalSize SuppressWarnings unchecked public static T FindResult T empty return FindResult T EMPTY public FindResult List T values long totalSize this values requireNonNull values values this totalSize totalSize public FindResult List T values this values 1 public boolean isTotalSizeKnown return totalSize 0 public E FindResult E map Function super T extends E converter return new FindResult values stream map converter collect toList totalSize
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/external/smu/io/gateway/SmuMemberClientGateway.java,createMember,30,"/**
 * Create a member
 * @param memberCmd
 * @param community
 * @return a {@link MemberDetails} object representing the Member.
 * @throws ResourceNotFoundException
 * @throws NotAuthorizedException
 * @throws BadRequestException
 */
Member createMember(MemberService.MemberCreationCmd memberCmd, Community community) throws ResourceNotFoundException, NotAuthorizedException, BadRequestException;","Member createMember(MemberService.MemberCreationCmd memberCmd, Community community) throws ResourceNotFoundException, NotAuthorizedException, BadRequestException;","Create a member

@param memberCmd
@param community
@return a {@link MemberDetails} object representing the Member.
@throws ResourceNotFoundException
@throws NotAuthorizedException
@throws BadRequestException
",Member createMember MemberService MemberCreationCmd memberCmd Community community throws ResourceNotFoundException NotAuthorizedException BadRequestException
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/external/smu/io/gateway/SmuMemberClientGateway.java,updateMember,42,"/**
 * Update a member
 * @param memberCmd
 * @param community
 * @return
 * @throws ResourceNotFoundException
 * @throws NotAuthorizedException
 * @throws BadRequestException
 */
Member updateMember(MemberService.MemberUpdateCmd memberCmd, Community community) throws ResourceNotFoundException, NotAuthorizedException, BadRequestException;","Member updateMember(MemberService.MemberUpdateCmd memberCmd, Community community) throws ResourceNotFoundException, NotAuthorizedException, BadRequestException;","Update a member

@param memberCmd
@param community
@return
@throws ResourceNotFoundException
@throws NotAuthorizedException
@throws BadRequestException
",Member updateMember MemberService MemberUpdateCmd memberCmd Community community throws ResourceNotFoundException NotAuthorizedException BadRequestException
FutureOfOrganizations/os-account-service.git /src/main/java/com/globant/os/accounts/external/smu/io/gateway/SmuMemberClientGateway.java,getMember,52,"/**
 * Retrieves a specific Member.
 *
 * @param community Community of Member.
 * @param userId    User Id of Member.
 * @return a {@link Member} object representing the Member.
 */
Optional<Member> getMember(Community community, long userId) throws ResourceNotFoundException, NotAuthorizedException, BadRequestException;","Optional<Member> getMember(Community community, long userId) throws ResourceNotFoundException, NotAuthorizedException, BadRequestException;","Retrieves a specific Member.

@param community Community of Member.
@param userId User Id of Member.
@return a {@link Member} object representing the Member.
",Optional Member getMember Community community long userId throws ResourceNotFoundException NotAuthorizedException BadRequestException
